machine_id,location_id,machine_name,machine_type,installation_date,status
MCH-001737,LOC-0082,Press 01737,Press,2019-03-02,Active
MCH-001738,LOC-0042,Robotic Cell 01738,Robotic Cell,2024-03-02,Active
MCH-001739,LOC-0036,Cutting Machine 01739,Cutting Machine,2021-08-07,Active
MCH-001740,LOC-0027,CNC Machine 01740,CNC Machine,2020-04-17,Active
MCH-001741,LOC-0027,Press 01741,Press,2024-02-16,Active
MCH-001742,LOC-0010,Press 01742,Press,2024-02-10,Active
MCH-001743,LOC-0054,Conveyor 01743,Conveyor,2020-12-15,Active
MCH-001744,LOC-0002,Cutting Machine 01744,Cutting Machine,2024-10-19,Active
MCH-001745,LOC-0050,Press 01745,Press,2025-01-23,Active
MCH-001746,LOC-0071,CNC Machine 01746,CNC Machine,2022-02-10,Maintenance
MCH-001747,LOC-0042,Assembly Line 01747,Assembly Line,2019-11-07,Active
MCH-001748,LOC-0067,Robotic Cell 01748,Robotic Cell,2020-01-30,Active
MCH-001749,LOC-0040,Furnace 01749,Furnace,2021-02-19,Maintenance
MCH-001750,LOC-0047,Press 01750,Press,2023-11-23,Inactive
MCH-001751,LOC-0041,Conveyor 01751,Conveyor,2024-11-07,Active
MCH-001752,LOC-0009,Furnace 01752,Furnace,2019-08-17,Active
MCH-001753,LOC-0063,Conveyor 01753,Conveyor,2024-01-05,Active
MCH-001754,LOC-0069,Packaging Machine 01754,Packaging Machine,2019-02-24,Active
MCH-001755,LOC-0072,Robotic Cell 01755,Robotic Cell,2019-07-01,Active
MCH-001756,LOC-0065,Press 01756,Press,2019-03-07,Active
MCH-001757,LOC-0028,Robotic Cell 01757,Robotic Cell,2022-04-24,Active
MCH-001758,LOC-0048,Conveyor 01758,Conveyor,2019-08-17,unknown
MCH-001759,LOC-0048, Packaging Machine 01759 ,Packaging Machine,2023-08-22,Maintenance
MCH-001760,LOC-0013,Conveyor 01760,Conveyor,2021-09-11,Active
MCH-001761,LOC-0025,Packaging Machine 01761,Packaging Machine,2024-07-30,Active
MCH-001762,LOC-0009,Furnace 01762,furnace,2023-03-26,Active
MCH-001763,LOC-0029, Robotic Cell 01763 ,Robotic Cell,2021-03-15,Active
MCH-001764,LOC-0059,Conveyor 01764,Conveyor,2020-02-28,Active
MCH-001765,LOC-0062,Furnace 01765,Furnace,2025-03-02,Active
MCH-001766,LOC-0004,Furnace 01766,Furnace,2020-03-22,Active
MCH-001767,LOC-0062,CNC Machine 01767,CNC Machine,2019-08-24,Active
MCH-001768,LOC-0077,Cutting Machine 01768,Cutting Machine,2022-12-29,Active
MCH-001769,LOC-0072,Robotic Cell 01769,Robotic Cell,2019-05-15,Active
MCH-001770,LOC-0057,Press 01770,Press,2021-10-08,Active
MCH-001771,LOC-0089,Press 01771,Press,2022-08-10,Active
MCH-001772,LOC-0058,Cutting Machine 01772,Cutting Machine,2022-07-01,Maintenance
MCH-001773,LOC-0094,CNC Machine 01773,CNC Machine,2021-07-22,Active
MCH-001774,LOC-0076,CNC Machine 01774,CNC Machine,2022-03-22,Inactive
MCH-001775,LOC-0091,Furnace 01775,Furnace,2022-10-18,Active
MCH-001776,LOC-0006,Furnace 01776,Furnace,2024-05-16,Maintenance
MCH-001777,LOC-0085,Cutting Machine 01777,Cutting Machine,2022-07-16,Active
MCH-001778,LOC-0029,Robotic Cell 01778,Robotic Cell,2024-10-13,Maintenance
MCH-001779,LOC-0040,Furnace 01779,Furnace,2024-07-20,Active
MCH-001780,LOC-0029,Robotic Cell 01780,Robotic Cell,2024-05-05,Active
MCH-001781,LOC-0074,Press 01781,Press,2022-12-14,Active
MCH-001782,LOC-0048,Assembly Line 01782,Assembly Line,2022-01-20,Active
MCH-001783,LOC-0001,Press 01783,Press,2023-07-19,Active
MCH-001784,LOC-0008,Press 01784,Press,2024-04-11,Active
MCH-001785,LOC-0087,Packaging Machine 01785,Packaging Machine,2019-12-31,Active
MCH-001786,LOC-0055,CNC Machine 01786,CNC Machine,2019-07-14,Inactive
MCH-001787,LOC-INVALID-00003,Robotic Cell 01787,Robotic Cell,2023-10-20,Inactive
MCH-001788,LOC-0069,Robotic Cell 01788,Robotic Cell,2025-07-01,Maintenance
MCH-001789,LOC-0076,Packaging Machine 01789,Packaging Machine,2021-04-03,unknown
MCH-001790,LOC-0046,Assembly Line 01790,Assembly Line,2023-05-08,Active
MCH-001791,LOC-0061,Press 01791,Press,2023-05-19,Active
MCH-001792,LOC-0006,Packaging Machine 01792,Packaging Machine,2024-05-13,Active
MCH-001793,LOC-0034,Furnace 01793,Furnace,2025-01-28,unknown
MCH-001794,LOC-0022,Packaging Machine 01794,Packaging Machine,2025-02-16,Active
MCH-001795,LOC-0088,Cutting Machine 01795,Cutting Machine,2025-09-25,Maintenance
MCH-001796,LOC-0100,Conveyor 01796,Conveyor,2020-03-30,Active
MCH-001797,LOC-0004,Furnace 01797,Furnace,2019-01-18,Active
MCH-001798,LOC-0008,Assembly Line 01798,Assembly Line,2025-01-10,unknown
MCH-001799,LOC-0071,CNC Machine 01799,CNC Machine,2025-04-14,Active
MCH-001800,LOC-0065,Cutting Machine 01800,Cutting Machine,2025-11-20,Active
MCH-001801,LOC-0030,Conveyor 01801,Conveyor,2022-04-22,Active
MCH-001802,LOC-INVALID-00019,Conveyor 01802,Conveyor,2020-03-02,Active
MCH-001803,LOC-0084,Assembly Line 01803,Assembly Line,2020-08-31,Active
MCH-001804,LOC-0012,Furnace 01804,Furnace,2019-05-22,Active
MCH-001805,LOC-0043,Cutting Machine 01805,Cutting Machine,2025-08-13,Maintenance
MCH-001806,LOC-0063,Press 01806,Press,2023-02-07,Maintenance
MCH-001807,LOC-0090,Press 01807,Press,2020-05-02,Active
MCH-001808,LOC-0038,CNC Machine 01808,cnc machine,2021-10-22,Active
MCH-001809,LOC-0077,Packaging Machine 01809,Packaging Machine,2023-12-31,Active
MCH-001810,LOC-0077,Furnace 01810,Furnace,2019-10-05,Active
MCH-001811,LOC-0003,Robotic Cell 01811,Robotic Cell,2022-06-03,Active
MCH-001812,LOC-0036,Press 01812,Press,2021-02-19,Maintenance
MCH-001813,LOC-0001,Furnace 01813,Furnace,2022-07-24,Active
MCH-001814,LOC-0048,Conveyor 01814,,2024-09-06,Active
MCH-001815,LOC-0024,Conveyor 01815,Conveyor,2025-03-25,Active
MCH-001816,LOC-0076,Robotic Cell 01816,Robotic Cell,2024-08-11,Active
MCH-001817,LOC-0090,Cutting Machine 01817,Cutting Machine,2025-04-02,Maintenance
MCH-001818,LOC-0063,Conveyor 01818,Conveyor,2019-02-07,Active
MCH-001819,LOC-0056,Assembly Line 01819,Assembly Line,2023-12-02,Active
MCH-001820,LOC-0062,Conveyor 01820,Conveyor,2020-09-19,Active
MCH-001821,LOC-0003,Press 01821,Press,2023-06-10,Active
MCH-001822,LOC-0081,CNC Machine 01822,CNC Machine,2022-03-25,Active
MCH-001823,LOC-0025,Conveyor 01823,Conveyor,2022-06-15,Active
MCH-001824,LOC-0022,Robotic Cell 01824,Robotic Cell,2019-03-16,Active
MCH-001825,LOC-0056,CNC Machine 01825,CNC Machine,2019-03-21,Active
MCH-001826,LOC-0051,CNC Machine 01826,cnc machine,2025-03-08,Active
MCH-001827,LOC-0077,Press 01827,Press,2022-08-27,Active
MCH-001828,LOC-0060,Packaging Machine 01828,Packaging Machine,2023-12-05,Maintenance
MCH-001829,LOC-0091,Assembly Line 01829,Assembly Line,2023-07-27,Maintenance
MCH-001830,LOC-0001,Cutting Machine 01830,Cutting Machine,2023-10-18,Active
MCH-001831,LOC-0083,Furnace 01831,Furnace,2025-08-15,Active
MCH-001832,LOC-0087,Cutting Machine 01832,Cutting Machine,2020-07-11,Active
MCH-001833,LOC-0040,Assembly Line 01833,Assembly Line,2023-07-07,Active
MCH-001834,LOC-0020,Press 01834,Press,2024-05-28,Active
MCH-001835,LOC-0015,Assembly Line 01835,Assembly Line,2025-09-01,Active
MCH-001836,LOC-0036,Assembly Line 01836,Assembly Line,2025-11-29,Active
MCH-001837,LOC-0080,Assembly Line 01837,Assembly Line,2025-03-01,Active
MCH-001838,LOC-0088,Assembly Line 01838,Assembly Line,2023-12-14,Active
MCH-001839,LOC-0044,Robotic Cell 01839,Robotic Cell,2024-05-24,Active
MCH-001840,LOC-0066,Robotic Cell 01840,Robotic Cell,2022-04-19,Active
MCH-001841,LOC-0077,Conveyor 01841,Conveyor,2025-06-07,Active
MCH-001842,LOC-INVALID-00013,CNC Machine 01842,CNC Machine,2021-11-16,Maintenance
MCH-001843,LOC-0032,Conveyor 01843,Conveyor,2021-05-29,Active
MCH-001844,LOC-0048,Assembly Line 01844,Assembly Line,2023-01-28,Active
MCH-001845,LOC-0097,Press 01845,Press,2020-04-26,Active
MCH-001846,LOC-0055,Conveyor 01846,Conveyor,2019-09-26,Inactive
MCH-001847,LOC-0094,Press 01847,Press,2022-03-26,Active
MCH-001848,LOC-0100,CNC Machine 01848,CNC Machine,2022-09-14,Active
MCH-001849,LOC-0035,CNC Machine 01849,CNC Machine,2023-03-18,Inactive
MCH-001850,LOC-0082,CNC Machine 01850,CNC Machine,2025-02-07,unknown
MCH-001851,LOC-0078,Furnace 01851,Furnace,2019-10-19,Active
MCH-001852,LOC-0052,Assembly Line 01852,,2020-04-29,Active
MCH-001853,LOC-0036,Conveyor 01853,Conveyor,2021-07-03,Active
MCH-001854,LOC-0068,Conveyor 01854,Conveyor,2020-05-18,Active
MCH-001855,LOC-0029,Conveyor 01855,,2020-05-08,Active
MCH-001856,LOC-0026,Press 01856,Press,2024-07-11,Active
MCH-001857,LOC-0055,Robotic Cell 01857,Robotic Cell,2019-02-10,Inactive
MCH-001858,LOC-0041,Cutting Machine 01858,Cutting Machine,2020-02-09,Active
MCH-001859,LOC-0039,Conveyor 01859,Conveyor,2022-10-13,Inactive
MCH-001860,LOC-0023,Packaging Machine 01860,Packaging Machine,2019-11-28,Active
MCH-001861,LOC-0028,Press 01861,Press,2020-01-20,Active
MCH-001862,LOC-0099,Assembly Line 01862,Assembly Line,2020-03-23,Active
MCH-001863,LOC-0015,Assembly Line 01863,Assembly Line,2025-02-23,Active
MCH-001864,LOC-INVALID-00000,Robotic Cell 01864,Robotic Cell,2019-05-11,Active
MCH-001865,LOC-0037,Furnace 01865,,2023-05-07,Active
MCH-001866,LOC-0056,Assembly Line 01866,Assembly Line,2022-05-05,Active
MCH-001867,LOC-0098,Packaging Machine 01867,Packaging Machine,2020-03-21,Active
MCH-001868,LOC-0005,Furnace 01868,Furnace,2025-06-18,Active
MCH-001869,LOC-0060,Assembly Line 01869,Assembly Line,2025-01-10,Active
MCH-001870,LOC-0047,Conveyor 01870,Conveyor,2024-10-11,Active
MCH-001871,LOC-0046,CNC Machine 01871,CNC Machine,2019-12-21,Active
MCH-001872,LOC-0010,Furnace 01872,,2024-07-28,Active
MCH-001873,LOC-0082,Robotic Cell 01873,Robotic Cell,2025-05-31,Active
MCH-001874,LOC-0057,Furnace 01874,Furnace,2020-05-11,Inactive
MCH-001875,LOC-0058,Conveyor 01875,Conveyor,2020-05-27,unknown
MCH-001876,LOC-0007,Robotic Cell 01876,Robotic Cell,2024-01-13,Maintenance
MCH-001877,LOC-0045,Robotic Cell 01877,Robotic Cell,2019-11-30,Active
MCH-001878,LOC-0038,Robotic Cell 01878,Robotic Cell,2022-05-04,Active
MCH-001879,LOC-0093,Cutting Machine 01879,Cutting Machine,2021-10-05,Active
MCH-001880,LOC-0064,CNC Machine 01880,CNC Machine,2021-08-06,Active
MCH-001881,LOC-0074,Furnace 01881,Furnace,2025-04-27,Active
MCH-001882,LOC-0051,Cutting Machine 01882,Cutting Machine,2022-05-12,Active
MCH-001883,LOC-0033,Furnace 01883,Furnace,2020-01-21,Active
MCH-001884,LOC-INVALID-00007,Assembly Line 01884,assembly line,2023-10-26,Active
MCH-001885,LOC-0096,Packaging Machine 01885,Packaging Machine,2025-06-26,Active
MCH-001886,LOC-0072,Conveyor 01886,Conveyor,2023-09-07,Active
MCH-001887,LOC-0071,Packaging Machine 01887,Packaging Machine,2019-07-05,Active
MCH-001888,LOC-0046,Packaging Machine 01888,Packaging Machine,2020-06-19,Active
MCH-001889,LOC-0005,Robotic Cell 01889,Robotic Cell,2025-04-16,Active
MCH-001890,LOC-0086,CNC Machine 01890,CNC Machine,2022-06-19,Active
MCH-001891,LOC-0020, Press 01891 ,Press,2021-06-01,Maintenance
MCH-001892,LOC-0079,Furnace 01892,,2020-10-24,Active
MCH-001893,LOC-0071,Furnace 01893,Furnace,2023-06-20,Active
MCH-001894,LOC-0070,CNC Machine 01894,CNC Machine,2021-12-19,Active
MCH-001895,LOC-0079,Assembly Line 01895,Assembly Line,2024-07-07,Active
MCH-001896,LOC-0010,CNC Machine 01896,CNC Machine,2020-12-23,Active
MCH-001897,LOC-0008,Packaging Machine 01897,Packaging Machine,2021-07-21,Active
MCH-001898,LOC-0067,Furnace 01898,Furnace,2020-06-26,Active
MCH-001899,LOC-0006,Packaging Machine 01899,Packaging Machine,2021-12-31,unknown
MCH-001900,LOC-0079,CNC Machine 01900,CNC Machine,2023-06-18,Active
MCH-001901,LOC-0010,Furnace 01901,Furnace,01/06/2022,unknown
MCH-001902,LOC-0016,Packaging Machine 01902,Packaging Machine,2020-05-27,Maintenance
MCH-001903,LOC-0099,Assembly Line 01903,Assembly Line,2025-11-29,Active
MCH-001904,LOC-0040,Packaging Machine 01904,Packaging Machine,2022-03-07,Active
MCH-001905,LOC-0002,Press 01905,Press,2020-06-24,Active
MCH-001906,LOC-0067,Assembly Line 01906,,2019-12-12,Active
MCH-001907,LOC-0097,Furnace 01907,Furnace,2023-12-26,Active
MCH-001908,LOC-0082,Assembly Line 01908,Assembly Line,2020-05-09,Active
MCH-001909,LOC-0014,CNC Machine 01909,CNC Machine,2021-12-29,Active
MCH-001910,LOC-0082,Cutting Machine 01910,Cutting Machine,2021-04-04,unknown
MCH-001911,LOC-0002,Press 01911,Press,2020-09-08,Active
MCH-001912,LOC-0063,Conveyor 01912,Conveyor,2023-05-06,Active
MCH-001913,LOC-0098,Robotic Cell 01913,,2022-11-24,Maintenance
MCH-001914,LOC-0067,CNC Machine 01914,CNC Machine,2023-08-13,Active
MCH-001915,LOC-0046,Conveyor 01915,Conveyor,2022-10-29,Maintenance
MCH-001916,LOC-0069,Robotic Cell 01916,Robotic Cell,2019-10-21,Active
MCH-001917,LOC-0082,CNC Machine 01917,CNC Machine,2024-11-11,Active
MCH-001918,LOC-0019,Robotic Cell 01918,Robotic Cell,2021-09-25,Maintenance
MCH-001919,LOC-0061,Furnace 01919,Furnace,2024-02-22,Maintenance
MCH-001920,LOC-0081,Robotic Cell 01920,Robotic Cell,2020-10-14,Active
MCH-001921,LOC-0061,Cutting Machine 01921,Cutting Machine,2024-02-18,Active
MCH-001922,LOC-0029,Conveyor 01922,Conveyor,2020-10-17,Maintenance
MCH-001923,LOC-0036,Conveyor 01923,Conveyor,2025-06-28,Active
MCH-001924,LOC-0092,Press 01924,Press,2023-04-01,Active
MCH-001925,LOC-0020,Packaging Machine 01925,Packaging Machine,2023-05-24,Active
MCH-001926,LOC-0095,Press 01926,Press,2021-12-26,Maintenance
MCH-001927,LOC-0048,Assembly Line 01927,Assembly Line,2025-12-24,Active
MCH-001928,LOC-0021,Conveyor 01928,Conveyor,2022-01-03,Active
MCH-001929,LOC-0048,Packaging Machine 01929,Packaging Machine,2020-05-26,Active
MCH-001930,LOC-INVALID-00015,Robotic Cell 01930,Robotic Cell,2025-10-22,Active
MCH-001931,LOC-0092,Furnace 01931,Furnace,2021-03-08,unknown
MCH-001932,LOC-0048,Assembly Line 01932,Assembly Line,2019-01-18,Active
MCH-001933,LOC-0033,Assembly Line 01933,Assembly Line,2025-11-25,Active
MCH-001934,LOC-0059,Conveyor 01934,Conveyor,2021-06-19,Active
MCH-001935,LOC-0076,Packaging Machine 01935,Packaging Machine,2024-01-17,Inactive
MCH-001936,LOC-0084,Press 01936,Press,2022-07-31,Active
MCH-001937,LOC-0097,Assembly Line 01937,Assembly Line,2019-11-01,unknown
MCH-001938,LOC-0037,Cutting Machine 01938,Cutting Machine,2024-11-07,Active
MCH-001939,LOC-0038,Conveyor 01939,Conveyor,2023-04-09,Active
MCH-001940,LOC-0054,Robotic Cell 01940,Robotic Cell,2025-01-30,Active
MCH-001941,LOC-0010,CNC Machine 01941,CNC Machine,2019-12-27,Active
MCH-001942,LOC-0028,Packaging Machine 01942,,2025-02-07,Active
MCH-001943,LOC-0070,Press 01943,Press,2022-10-04,Active
MCH-001944,LOC-0047,Conveyor 01944,Conveyor,2019-05-24,Active
MCH-001945,LOC-0071,Conveyor 01945,Conveyor,2020-08-22,Active
MCH-001946,LOC-0091,CNC Machine 01946,CNC Machine,2022-03-13,Active
MCH-001947,LOC-0041,Robotic Cell 01947,Robotic Cell,2021-06-28,Active
MCH-001948,LOC-0079,Packaging Machine 01948,Packaging Machine,2020-01-18,Active
MCH-001949,LOC-0054,Robotic Cell 01949,Robotic Cell,2025-06-25,Active
MCH-001950,LOC-0007,Furnace 01950,Furnace,2022-07-21,Active
MCH-001951,LOC-0034,CNC Machine 01951,CNC Machine,2024-05-19,Active
MCH-001952,LOC-0005,Cutting Machine 01952,Cutting Machine,2023-02-15,Active
MCH-001953,LOC-0028,CNC Machine 01953,CNC Machine,2024-02-06,Active
MCH-001954,LOC-0002,Cutting Machine 01954,Cutting Machine,2023-11-13,Active
MCH-001955,LOC-0004,Furnace 01955,Furnace,2022-12-07,Active
MCH-001956,LOC-0010,Furnace 01956,Furnace,2020-04-03,Inactive
MCH-001957,LOC-0003,Packaging Machine 01957,Packaging Machine,2025-02-15,Active
MCH-001958,LOC-0021,Conveyor 01958,Conveyor,2024-12-23,Active
MCH-001959,LOC-0066,Cutting Machine 01959,Cutting Machine,2019-11-18,Active
MCH-001960,LOC-0027,Cutting Machine 01960,Cutting Machine,2022-07-14,Active
MCH-001961,LOC-0018,Assembly Line 01961,Assembly Line,2022-04-28,Maintenance
MCH-001962,LOC-0023,Furnace 01962,Furnace,2022-10-10,Active
MCH-001963,LOC-0057,Robotic Cell 01963,Robotic Cell,2021-04-23,Inactive
MCH-001964,LOC-0055,Furnace 01964,Furnace,2021-05-29,Maintenance
MCH-001965,LOC-0059,Furnace 01965,Furnace,2019-11-29,Active
MCH-001966,LOC-0076,Conveyor 01966,Conveyor,2024-10-27,Active
MCH-001967,LOC-0029,CNC Machine 01967,CNC Machine,2022-09-30,Active
MCH-001968,LOC-0018,Assembly Line 01968,Assembly Line,2022-12-22,Active
MCH-001969,LOC-0052,Robotic Cell 01969,Robotic Cell,2025-09-07,Active
MCH-001970,LOC-INVALID-00001,Furnace 01970,Furnace,2019-03-14,Active
MCH-001971,LOC-0096,CNC Machine 01971,CNC Machine,2024-05-04,Active
MCH-001972,LOC-0008,Packaging Machine 01972,Packaging Machine,2019-11-30,unknown
MCH-001973,LOC-0095,Robotic Cell 01973,Robotic Cell,2025-05-01,Active
MCH-001974,LOC-0061,Conveyor 01974,Conveyor,2023-01-31,Active
MCH-001975,LOC-0022,Packaging Machine 01975,Packaging Machine,2024-03-30,Active
MCH-001976,LOC-0025,Assembly Line 01976,Assembly Line,2021-04-08,Inactive
MCH-001977,LOC-0072,Conveyor 01977,Conveyor,2022-09-20,Inactive
MCH-001978,LOC-0068,CNC Machine 01978,CNC Machine,2023-06-09,Active
MCH-001979,LOC-0045,Packaging Machine 01979,Packaging Machine,2021-06-28,Active
MCH-001980,LOC-0013,Cutting Machine 01980,Cutting Machine,2023-10-10,Maintenance
MCH-001981,LOC-0035,Press 01981,Press,2023-03-01,Active
MCH-001982,LOC-0084,Packaging Machine 01982,Packaging Machine,2023-08-12,unknown
MCH-001983,LOC-0026,CNC Machine 01983,CNC Machine,2025-09-30,Active
MCH-001984,LOC-0098,Press 01984,Press,2020-11-25,Active
MCH-001985,LOC-0056,Conveyor 01985,Conveyor,2024-01-07,unknown
MCH-001986,LOC-0085,Assembly Line 01986,Assembly Line,2020-03-19,Active
MCH-001987,LOC-0026,Press 01987,Press,2025-06-01,unknown
MCH-001988,LOC-0030,Furnace 01988,Furnace,2019-07-17,Active
MCH-001989,LOC-0025,Cutting Machine 01989,Cutting Machine,2024-04-03,Active
MCH-001990,LOC-0062,Furnace 01990,Furnace,2024-02-24,Active
MCH-001991,LOC-0072,Conveyor 01991,Conveyor,2025-11-23,Active
MCH-001992,LOC-0024,Packaging Machine 01992,Packaging Machine,2021-09-27,Active
MCH-001993,LOC-0007,Packaging Machine 01993,,2021-10-21,Active
MCH-001994,LOC-0072,Packaging Machine 01994,Packaging Machine,2022-09-20,Maintenance
MCH-001995,LOC-0074,Assembly Line 01995,Assembly Line,2020-06-24,Active
MCH-001996,LOC-0100,CNC Machine 01996,CNC Machine,2025-11-11,Active
MCH-001997,LOC-0062,CNC Machine 01997,CNC Machine,2021-11-17,Active
MCH-001998,LOC-0045,CNC Machine 01998,CNC Machine,2024-10-23,Active
MCH-001999,LOC-0085,Robotic Cell 01999,Robotic Cell,2025-10-16,Active
MCH-002000,LOC-0030,Robotic Cell 02000,Robotic Cell,2023-05-02,Active
MCH-001861,LOC-0028,Press 01861,Press,2020-01-20,Active
MCH-000354,LOC-0062,Packaging Machine 00354,Packaging Machine,2024-09-22,Active
MCH-001334,LOC-0044,Conveyor 01334,Conveyor,2020-12-13,unknown
MCH-000906,LOC-0025,Robotic Cell 00906,Robotic Cell,2025-03-10,Active
MCH-001290,LOC-0046,CNC Machine 01290,CNC Machine,2025-03-01,Active
MCH-001274,LOC-0092,Robotic Cell 01274,Robotic Cell,2021-02-14,Active
MCH-000939,LOC-0068,CNC Machine 00939,CNC Machine,2023-04-21,Active
MCH-001732,LOC-0020,Packaging Machine 01732,,2021-12-20,Active
MCH-000066,LOC-0062,Packaging Machine 00066,Packaging Machine,2024-12-23,Active
MCH-001324,LOC-0064,Cutting Machine 01324,Cutting Machine,2023-10-31,Active
MCH-000057,LOC-0055,Packaging Machine 00057,Packaging Machine,2024-01-13,Active
MCH-001293,LOC-0076,Press 01293,Press,2024-08-20,Active
MCH-001119,LOC-0052,Furnace 01119,Furnace,2025-07-25,Inactive
MCH-000585,LOC-0012,Press 00585,Press,2021-12-24,Active
MCH-000375,LOC-0035,Conveyor 00375,Conveyor,2020-10-10,Active
MCH-000276,LOC-0052,Robotic Cell 00276,Robotic Cell,2025-05-23,Active
MCH-000747,LOC-0066,Conveyor 00747,Conveyor,2019-04-23,Active
MCH-000129,LOC-0020,Assembly Line 00129,Assembly Line,2025-09-08,Active
MCH-001647,LOC-0094,Press 01647,Press,2020-12-15,Active
MCH-001853,LOC-0036,Conveyor 01853,Conveyor,2021-07-03,Active
MCH-000675,LOC-0095,Conveyor 00675,Conveyor,2021-11-30,Active
MCH-001665,LOC-0059,Press 01665,Press,2022-05-08,Active
MCH-001982,LOC-0084,Packaging Machine 01982,Packaging Machine,2023-08-12,unknown
MCH-001084,LOC-0059,Conveyor 01084,Conveyor,2023-09-12,Active
MCH-001923,LOC-0036,Conveyor 01923,Conveyor,2025-06-28,Active
MCH-000100,LOC-0050,CNC Machine 00100,CNC Machine,2020-07-12,unknown
MCH-001180,LOC-0068,Assembly Line 01180,Assembly Line,2022-07-04,Active
MCH-000965,LOC-0080,Furnace 00965,Furnace,2022-09-17,Active
MCH-000793,LOC-0052,Conveyor 00793,Conveyor,2023-01-30,Active
MCH-000030,LOC-0061,Packaging Machine 00030,Packaging Machine,2021-03-22,Active
MCH-000629,LOC-0050,Assembly Line 00629,Assembly Line,2021-03-07,Active
MCH-000945,LOC-0039,Press 00945,Press,2024-04-15,Active
MCH-000573,LOC-0080,Assembly Line 00573,Assembly Line,2019-06-07,Active
MCH-000908,LOC-0087,Furnace 00908,,2020-06-29,Active
MCH-001081,LOC-0041,Assembly Line 01081,Assembly Line,2025-12-26,Maintenance
MCH-000451,LOC-0095,Cutting Machine 00451,,2023-06-26,Active
MCH-001610,LOC-0090,Press 01610,Press,2024-08-11,Active
MCH-001291,LOC-0069,Cutting Machine 01291,Cutting Machine,2021-03-24,Active
MCH-001079,LOC-0088,Robotic Cell 01079,Robotic Cell,2024-07-17,Active
MCH-000255,LOC-0049,Packaging Machine 00255,Packaging Machine,2021-03-30,Maintenance
MCH-000290,LOC-0100,Assembly Line 00290 - Updated,Assembly Line,2023-10-02,Active
MCH-001756,LOC-0065,Press 01756 - Updated,Press,2019-03-07,Active
MCH-001858,LOC-0041,Cutting Machine 01858 - Updated,Cutting Machine,2020-02-09,Active
MCH-000203,LOC-0030,CNC Machine 00203 - Updated,CNC Machine,2020-10-15,Active
MCH-001699,LOC-0098,Furnace 01699 - Updated,Furnace,2021-07-17,Active
MCH-001584,LOC-0040,Cutting Machine 01584 - Updated,Cutting Machine,2022-09-24,Active
MCH-001213,LOC-0084,Robotic Cell 01213 - Updated,Robotic Cell,2024-04-09,Inactive
MCH-001599,LOC-0020,CNC Machine 01599 - Updated,CNC Machine,2024-09-14,Active
MCH-000132,LOC-0023, Assembly Line 00132  - Updated,Assembly Line,2022-08-14,Active
MCH-001643,LOC-0081,Conveyor 01643 - Updated,Conveyor,2022-12-27,Active
MCH-000448,LOC-0013,Packaging Machine 00448 - Updated,Packaging Machine,2025-08-04,Active
MCH-000164,LOC-0095,Furnace 00164 - Updated,Furnace,2021-03-24,Active
MCH-001540,LOC-0059,Press 01540 - Updated,Press,2025-04-19,Active
MCH-000299,LOC-0005,Robotic Cell 00299 - Updated,Robotic Cell,2020-04-10,Active
MCH-001316,LOC-0096,Packaging Machine 01316 - Updated,Packaging Machine,2023-08-29,Active
MCH-000678,LOC-0032,CNC Machine 00678 - Updated,CNC Machine,2023-01-29,unknown
MCH-001189,LOC-0041,CNC Machine 01189 - Updated,CNC Machine,2025-04-09,Active
MCH-001475,LOC-0057,Assembly Line 01475 - Updated,Assembly Line,2021-04-13,Active
MCH-000113,LOC-0056,Assembly Line 00113 - Updated,Assembly Line,2020-08-15,Active
MCH-001312,LOC-0014,Cutting Machine 01312 - Updated,Cutting Machine,2022-03-13,Active
MCH-001518,LOC-0099,Furnace 01518 - Updated,furnace,2024-08-10,Active
MCH-000442,LOC-0032,Furnace 00442 - Updated,Furnace,2023-03-25,Active
MCH-001811,LOC-0003,Robotic Cell 01811 - Updated,Robotic Cell,2022-06-03,Active
MCH-000270,LOC-0010,Furnace 00270 - Updated,Furnace,2025-01-02,Active
MCH-001557,LOC-0024,Furnace 01557 - Updated,furnace,2022-06-02,Active
MCH-000378,LOC-0084,CNC Machine 00378 - Updated,CNC Machine,2021-02-20,Active
MCH-001588,LOC-0002,Robotic Cell 01588 - Updated,Robotic Cell,2021-02-08,Active
MCH-000852,LOC-0037,Cutting Machine 00852 - Updated,Cutting Machine,2019-05-21,Inactive
MCH-000774,LOC-0100,Assembly Line 00774 - Updated,Assembly Line,2020-04-17,Active
MCH-000393,LOC-0056,Conveyor 00393 - Updated,Conveyor,2022-10-27,Active
MCH-001073,LOC-0095,Packaging Machine 01073 - Updated,Packaging Machine,2019-05-15,Active
MCH-001467,LOC-0019,Cutting Machine 01467 - Updated,Cutting Machine,2021-08-11,Inactive
MCH-000092,LOC-0002,Robotic Cell 00092 - Updated,Robotic Cell,2024-05-23,unknown
MCH-000303,LOC-0076,Furnace 00303 - Updated,Furnace,2024-10-21,Active
MCH-000771,LOC-0048,Press 00771 - Updated,Press,2025-07-23,Inactive
MCH-001092,LOC-0059,Packaging Machine 01092 - Updated,Packaging Machine,2024-03-13,Active
MCH-000123,LOC-0085,Press 00123 - Updated,Press,2021-12-25,Active
MCH-000306,LOC-0072,Cutting Machine 00306 - Updated,Cutting Machine,2024-12-19,unknown
