emissions_key,emissions_id,date_key,location_key,emissions_category,unit_of_measure,co2_emissions
15794,EMS-015794,20211226,3,Purchased Energy,kg,593.864
15795,EMS-015795,20191029,50,Direct Emissions,kg,600.465
15796,EMS-015796,20220226,96,Purchased Energy,kg,919.746
15797,EMS-015797,20220405,85,Purchased Energy,kg,698.512
15798,EMS-015798,20230819,40,Purchased Energy,kg,686.464
15799,EMS-015799,20211019,73,Direct Emissions,kg,798.609
15800,EMS-015800,20190102,73,Direct Emissions,kg,801.775
15801,EMS-015801,20210703,14,Direct Emissions,kg,935.318
15802,EMS-015802,20220816,45,Direct Emissions,kg,797.45
15803,EMS-015803,20210722,93,Transportation,kg,1069.865
15804,EMS-015804,20210828,88,Transportation,kg,732.926
15805,EMS-015805,20191024,62,Direct Emissions,kg,338.826
15806,EMS-015806,20210920,42,Direct Emissions,kg,377.728
15807,EMS-015807,20220529,32,Purchased Energy,kg,342.453
15808,EMS-015808,20250614,34,Direct Emissions,kg,1270.982
15809,EMS-015809,20220310,44,Direct Emissions,kg,384.181
15810,EMS-015810,20240317,45,Direct Emissions,kg,855.366
15811,EMS-015811,20230714,47,Direct Emissions,kg,704.694
15812,EMS-015812,20220505,27,Direct Emissions,kg,526.124
15813,EMS-015813,20230608,27,Direct Emissions,kg,472.633
15814,EMS-015814,20250908,19,Purchased Energy,kg,465.357
15815,EMS-015815,20210506,96,Direct Emissions,kg,856.417
15816,EMS-015816,20250622,29,Purchased Energy,kg,487.921
15817,EMS-015817,20230921,79,Direct Emissions,kg,1674.854
15818,EMS-015818,20241208,78,Direct Emissions,kg,643.138
15819,EMS-015819,20240501,2,Purchased Energy,kg,347.828
15820,EMS-015820,20190420,94,Purchased Energy,kg,504.62
15821,EMS-015821,20220110,62,Purchased Energy,kg,760.802
15822,EMS-015822,20190405,50,Transportation,kg,1486.964
15823,EMS-015823,20250711,1,Purchased Energy,kg,374.53
15824,EMS-015824,20230615,54,Direct Emissions,kg,333.899
15825,EMS-015825,20230911,23,Direct Emissions,kg,235.853
15826,EMS-015826,20241130,20,Direct Emissions,kg,4212.131
15827,EMS-015827,20201111,67,Direct Emissions,kg,328.407
15828,EMS-015828,20201222,11,Direct Emissions,kg,845.933
15829,EMS-015829,20240506,56,Direct Emissions,kg,1262.255
15830,EMS-015830,20201031,16,Purchased Energy,kg,663.745
15831,EMS-015831,20221013,63,Purchased Energy,kg,2139.399
15832,EMS-015832,20230222,58,Purchased Energy,kg,622.753
15833,EMS-015833,20190623,45,Purchased Energy,kg,1755.286
15834,EMS-015834,20201004,13,Purchased Energy,kg,1454.444
15835,EMS-015835,20221214,18,Direct Emissions,kg,284.444
15836,EMS-015836,20190522,19,Direct Emissions,kg,782.964
15837,EMS-015837,20240403,13,Transportation,kg,798.219
15838,EMS-015838,20221208,6,Direct Emissions,kg,518.385
15839,EMS-015839,20250526,43,Purchased Energy,kg,710.082
15840,EMS-015840,20201104,9,Direct Emissions,kg,161.661
15841,EMS-015841,20241023,34,Transportation,kg,2155.511
15842,EMS-015842,20190426,27,Transportation,kg,2383.2
15843,EMS-015843,20240102,98,Direct Emissions,kg,1582.886
15844,EMS-015844,20200610,84,Direct Emissions,kg,1764.216
15845,EMS-015845,20210623,41,Direct Emissions,kg,1363.564
15846,EMS-015846,20240125,7,Direct Emissions,kg,1923.338
15847,EMS-015847,20240107,66,Purchased Energy,kg,1027.246
15848,EMS-015848,20210921,96,Purchased Energy,kg,1037.038
15849,EMS-015849,20210703,91,Direct Emissions,kg,1436.618
15850,EMS-015850,20220422,64,Direct Emissions,kg,413.667
15851,EMS-015851,20200614,69,Direct Emissions,kg,355.98
15852,EMS-015852,20221128,8,Direct Emissions,kg,1724.293
15853,EMS-015853,20240726,82,Purchased Energy,kg,1015.815
15854,EMS-015854,20210113,69,Direct Emissions,kg,322.713
15855,EMS-015855,20201029,22,Direct Emissions,kg,580.692
15856,EMS-015856,20250607,10,Purchased Energy,kg,708.842
15857,EMS-015857,20251228,97,Purchased Energy,kg,738.736
15858,EMS-015858,20200916,21,Direct Emissions,kg,998.261
15859,EMS-015859,20211006,23,Purchased Energy,kg,322.788
15860,EMS-015860,20230117,87,Direct Emissions,kg,749.098
15861,EMS-015861,20210131,31,Transportation,kg,872.246
15862,EMS-015862,20190227,50,Direct Emissions,kg,1716.741
15863,EMS-015863,20230820,85,Transportation,kg,764.194
15864,EMS-015864,20220616,32,Transportation,kg,1716.028
15865,EMS-015865,20220126,74,Direct Emissions,kg,275.999
15866,EMS-015866,20250506,87,Purchased Energy,kg,946.719
15867,EMS-015867,20210215,22,Direct Emissions,kg,1610.538
15868,EMS-015868,20250527,52,Direct Emissions,kg,634.817
15869,EMS-015869,20220409,39,Direct Emissions,kg,1655.167
15870,EMS-015870,20201006,64,Transportation,kg,878.297
15871,EMS-015871,20230411,8,Purchased Energy,kg,2336.329
15872,EMS-015872,20210719,77,Direct Emissions,kg,296.092
15873,EMS-015873,20240717,68,Purchased Energy,kg,1645.753
15874,EMS-015874,20251001,60,Direct Emissions,kg,3307.068
15875,EMS-015875,20191225,82,Purchased Energy,kg,363.863
15876,EMS-015876,20211202,54,Purchased Energy,kg,893.531
15877,EMS-015877,20221121,43,Direct Emissions,kg,238.307
15878,EMS-015878,20200814,37,Direct Emissions,kg,801.802
15879,EMS-015879,20241127,58,Direct Emissions,kg,1318.661
15880,EMS-015880,20231222,73,Purchased Energy,kg,607.114
15881,EMS-015881,20221021,12,Direct Emissions,kg,556.303
15882,EMS-015882,20241020,59,Direct Emissions,kg,629.96
15883,EMS-015883,20230813,52,Direct Emissions,kg,978.063
15884,EMS-015884,20210926,30,Direct Emissions,kg,642.834
15885,EMS-015885,20210627,83,Direct Emissions,kg,706.058
15886,EMS-015886,20190717,64,Direct Emissions,kg,682.731
15887,EMS-015887,20250305,94,Direct Emissions,kg,681.741
15888,EMS-015888,20190925,2,Direct Emissions,kg,327.498
15889,EMS-015889,20221024,24,Direct Emissions,kg,1266.795
15890,EMS-015890,20240109,44,Direct Emissions,kg,1626.196
15891,EMS-015891,20220606,54,Direct Emissions,kg,1631.517
15892,EMS-015892,20251023,41,Direct Emissions,kg,1529.152
15893,EMS-015893,20190610,83,Transportation,kg,1628.167
15894,EMS-015894,20221015,42,Purchased Energy,kg,1102.288
15895,EMS-015895,20211230,51,Purchased Energy,kg,358.421
15896,EMS-015896,20230413,43,Direct Emissions,kg,574.376
15897,EMS-015897,20240831,100,Direct Emissions,kg,1173.835
15898,EMS-015898,20200401,39,Purchased Energy,kg,1022.812
15899,EMS-015899,20210215,66,Transportation,kg,1566.922
15900,EMS-015900,20190515,47,Direct Emissions,kg,902.872
15901,EMS-015901,20210604,62,Direct Emissions,kg,919.724
15902,EMS-015902,20190911,73,Direct Emissions,kg,691.244
15903,EMS-015903,20220308,75,Direct Emissions,kg,367.102
15904,EMS-015904,20250912,69,Direct Emissions,kg,9530.303
15905,EMS-015905,20230524,2,Direct Emissions,kg,846.11
15906,EMS-015906,20240710,14,Purchased Energy,kg,403.422
15907,EMS-015907,20250206,92,Purchased Energy,kg,742.153
15908,EMS-015908,20191118,4,Transportation,kg,814.741
15909,EMS-015909,20250914,16,Direct Emissions,kg,1292.081
15910,EMS-015910,20210709,5,Purchased Energy,kg,955.362
15911,EMS-015911,20240421,50,Direct Emissions,kg,517.053
15912,EMS-015912,20210321,41,Direct Emissions,kg,642.678
15913,EMS-015913,20200924,90,Transportation,kg,704.605
15914,EMS-015914,20200723,18,Direct Emissions,kg,914.643
15915,EMS-015915,20200204,44,Purchased Energy,kg,377.22
15916,EMS-015916,20210830,83,Direct Emissions,kg,2788.367
15917,EMS-015917,20230616,60,Transportation,kg,1212.853
15918,EMS-015918,20250309,79,Direct Emissions,kg,1627.83
15919,EMS-015919,20240907,100,Transportation,kg,1718.91
15920,EMS-015920,20221023,20,Purchased Energy,kg,955.602
15921,EMS-015921,20220913,65,Purchased Energy,kg,1102.606
15922,EMS-015922,20230722,33,Direct Emissions,kg,1393.71
15923,EMS-015923,20250503,71,Purchased Energy,kg,789.833
15924,EMS-015924,20240812,84,Purchased Energy,kg,454.328
15925,EMS-015925,20220430,55,Purchased Energy,kg,1533.219
15926,EMS-015926,20190514,97,Purchased Energy,kg,258.59
15927,EMS-015927,20250920,22,Purchased Energy,kg,1350.659
15928,EMS-015928,20210507,96,Direct Emissions,kg,1021.954
15929,EMS-015929,20220424,57,Purchased Energy,kg,656.259
15930,EMS-015930,20190917,29,Purchased Energy,kg,846.019
15931,EMS-015931,20221101,59,Direct Emissions,kg,429.147
15932,EMS-015932,20200627,40,Purchased Energy,kg,1108.124
15933,EMS-015933,20200527,21,Purchased Energy,kg,225.798
15934,EMS-015934,20250616,30,Transportation,kg,1114.901
15935,EMS-015935,20241126,34,Purchased Energy,kg,411.408
15936,EMS-015936,20250806,35,Direct Emissions,kg,1753.806
15937,EMS-015937,20210127,81,Purchased Energy,kg,57.572
15938,EMS-015938,20200405,41,Direct Emissions,kg,275.092
15939,EMS-015939,20191203,99,Purchased Energy,kg,639.585
15940,EMS-015940,20211224,58,Purchased Energy,kg,939.46
15941,EMS-015941,20210126,80,Direct Emissions,kg,1414.286
15942,EMS-015942,20211017,65,Purchased Energy,kg,220.444
15943,EMS-015943,20241005,62,Direct Emissions,kg,1790.391
15944,EMS-015944,20230827,69,Direct Emissions,kg,922.278
15945,EMS-015945,20220719,27,Transportation,kg,1850.568
15946,EMS-015946,20240430,21,Direct Emissions,kg,411.827
15947,EMS-015947,20200507,28,Direct Emissions,kg,346.019
15948,EMS-015948,20210219,15,Purchased Energy,kg,500.66
15949,EMS-015949,20220928,59,Direct Emissions,kg,884.594
15950,EMS-015950,20190804,8,Purchased Energy,kg,575.946
15951,EMS-015951,20211111,19,Direct Emissions,kg,939.032
15952,EMS-015952,20240514,86,Direct Emissions,kg,1329.105
15953,EMS-015953,20200820,18,Direct Emissions,kg,1020.711
15954,EMS-015954,20211224,95,Direct Emissions,kg,1047.684
15955,EMS-015955,20220418,73,Purchased Energy,kg,187.764
15956,EMS-015956,20250427,98,Transportation,kg,2221.158
15957,EMS-015957,20250213,56,Direct Emissions,kg,828.52
15958,EMS-015958,20230708,69,Transportation,kg,1003.16
15959,EMS-015959,20220818,73,Transportation,kg,2424.698
15960,EMS-015960,20211118,21,Purchased Energy,kg,269.971
15961,EMS-015961,20250307,71,Purchased Energy,kg,279.275
15962,EMS-015962,20191211,21,Direct Emissions,kg,1216.191
15963,EMS-015963,20211008,15,Direct Emissions,kg,1588.093
15964,EMS-015964,20210403,34,Purchased Energy,kg,799.648
15965,EMS-015965,20250612,51,Transportation,kg,1019.64
15966,EMS-015966,20221113,97,Purchased Energy,kg,609.816
15967,EMS-015967,20250609,27,Purchased Energy,kg,782.331
15968,EMS-015968,20220127,20,Direct Emissions,kg,530.435
15969,EMS-015969,20210825,55,Purchased Energy,kg,442.402
15970,EMS-015970,20190617,70,Purchased Energy,kg,350.424
15971,EMS-015971,20240627,60,Transportation,kg,3098.639
15972,EMS-015972,20230402,21,Direct Emissions,kg,1154.506
15973,EMS-015973,20220922,83,Purchased Energy,kg,1337.511
15974,EMS-015974,20191023,72,Direct Emissions,kg,365.718
15975,EMS-015975,20220824,58,Purchased Energy,kg,100.73
15976,EMS-015976,20220521,86,Purchased Energy,kg,571.948
15977,EMS-015977,20250926,35,Transportation,kg,322.199
15978,EMS-015978,20191016,39,Direct Emissions,kg,956.855
15979,EMS-015979,20231029,99,Purchased Energy,kg,776.433
15980,EMS-015980,20210405,70,Purchased Energy,kg,386.259
15981,EMS-015981,20240711,43,Purchased Energy,kg,566.356
15982,EMS-015982,20230903,62,Purchased Energy,kg,370.75
15983,EMS-015983,20230320,11,Purchased Energy,kg,510.55
15984,EMS-015984,20200530,20,Transportation,kg,1321.056
15985,EMS-015985,20200506,57,Direct Emissions,kg,554.983
15986,EMS-015986,20240924,1,Purchased Energy,kg,648.856
15987,EMS-015987,20191010,9,Direct Emissions,kg,893.96
15988,EMS-015988,20230102,81,Direct Emissions,kg,1128.135
15989,EMS-015989,20220114,79,Purchased Energy,kg,408.825
15990,EMS-015990,20190710,28,Direct Emissions,kg,242.193
15991,EMS-015991,20240311,43,Purchased Energy,kg,359.811
15992,EMS-015992,20191205,51,Direct Emissions,kg,709.009
15993,EMS-015993,20210309,90,Purchased Energy,kg,974.843
15994,EMS-015994,20190223,67,Purchased Energy,kg,335.848
15995,EMS-015995,20190609,95,Purchased Energy,kg,854.791
15996,EMS-015996,20240915,13,Transportation,kg,710.644
15997,EMS-015997,20230619,20,Transportation,kg,1391.086
15998,EMS-015998,20190812,85,Direct Emissions,kg,1128.914
15999,EMS-015999,20190826,88,Direct Emissions,kg,491.799
16000,EMS-016000,20201127,49,Purchased Energy,kg,318.732
16001,EMS-016001,20191230,30,Direct Emissions,kg,641.638
16002,EMS-016002,20211003,54,Purchased Energy,kg,321.384
16003,EMS-016003,20230801,58,Direct Emissions,kg,1278.989
16004,EMS-016004,20220415,27,Direct Emissions,kg,456.492
16005,EMS-016005,20221214,47,Direct Emissions,kg,2243.353
16006,EMS-016006,20211227,93,Direct Emissions,kg,520.697
16007,EMS-016007,20190729,31,Purchased Energy,kg,425.637
16008,EMS-016008,20231117,73,Purchased Energy,kg,271.243
16009,EMS-016009,20190523,21,Direct Emissions,kg,422.549
16010,EMS-016010,20250823,6,Direct Emissions,kg,269.073
16011,EMS-016011,20210704,17,Direct Emissions,kg,920.317
16012,EMS-016012,20220320,90,Purchased Energy,kg,786.465
16013,EMS-016013,20190326,37,Direct Emissions,kg,2309.219
16014,EMS-016014,20230518,45,Direct Emissions,kg,1719.989
16015,EMS-016015,20240606,16,Transportation,kg,1361.731
16016,EMS-016016,20210519,90,Purchased Energy,kg,477.597
16017,EMS-016017,20230721,43,Purchased Energy,kg,740.378
16018,EMS-016018,20240309,52,Direct Emissions,kg,687.386
16019,EMS-016019,20240628,71,Purchased Energy,kg,305.881
16020,EMS-016020,20230707,5,Direct Emissions,kg,1051.599
16021,EMS-016021,20210125,20,Purchased Energy,kg,525.088
16022,EMS-016022,20220330,86,Purchased Energy,kg,1012.968
16023,EMS-016023,20200318,83,Purchased Energy,kg,456.91
16024,EMS-016024,20221018,11,Transportation,kg,650.49
16025,EMS-016025,20190429,75,Direct Emissions,kg,749.729
16026,EMS-016026,20210320,41,Direct Emissions,kg,602.401
16027,EMS-016027,20240710,73,Purchased Energy,kg,411.786
16028,EMS-016028,20231009,5,Purchased Energy,kg,779.14
16029,EMS-016029,20191223,84,Purchased Energy,kg,457.236
16030,EMS-016030,20231026,21,Purchased Energy,kg,118.514
16031,EMS-016031,20220430,15,Purchased Energy,kg,717.615
16032,EMS-016032,20250320,32,Purchased Energy,kg,1147.364
16033,EMS-016033,20211017,25,Direct Emissions,kg,677.093
16034,EMS-016034,20241226,13,Direct Emissions,kg,494.923
16035,EMS-016035,20220824,18,Direct Emissions,kg,289.579
16036,EMS-016036,20240912,90,Purchased Energy,kg,1595.784
16037,EMS-016037,20241012,88,Purchased Energy,kg,442.659
16038,EMS-016038,20200629,48,Transportation,kg,4919.428
16039,EMS-016039,20230311,21,Purchased Energy,kg,508.364
16040,EMS-016040,20240608,58,Direct Emissions,kg,1867.901
16041,EMS-016041,20240402,24,Purchased Energy,kg,315.998
16042,EMS-016042,20240811,92,Purchased Energy,kg,218.192
16043,EMS-016043,20210515,32,Direct Emissions,kg,333.159
16044,EMS-016044,20221015,78,Purchased Energy,kg,339.061
16045,EMS-016045,20240311,14,Direct Emissions,kg,512.747
16046,EMS-016046,20191122,90,Direct Emissions,kg,682.337
16047,EMS-016047,20250922,85,Direct Emissions,kg,2803.307
16048,EMS-016048,20201126,90,Purchased Energy,kg,634.578
16049,EMS-016049,20210614,88,Purchased Energy,kg,439.809
16050,EMS-016050,20190301,94,Purchased Energy,kg,483.618
16051,EMS-016051,20240121,48,Purchased Energy,kg,542.792
16052,EMS-016052,20211005,54,Purchased Energy,kg,650.562
16053,EMS-016053,20241219,11,Direct Emissions,kg,466.592
16054,EMS-016054,20220515,69,Direct Emissions,kg,710.502
16055,EMS-016055,20230425,48,Transportation,kg,1466.676
16056,EMS-016056,20250128,64,Purchased Energy,kg,577.805
16057,EMS-016057,20200508,20,Direct Emissions,kg,810.5
16058,EMS-016058,20191209,87,Direct Emissions,kg,555.657
16059,EMS-016059,20230103,44,Direct Emissions,kg,1737.378
16060,EMS-016060,20251014,61,Transportation,kg,1423.635
16061,EMS-016061,20191205,33,Purchased Energy,kg,170.523
16062,EMS-016062,20220830,52,Direct Emissions,kg,579.752
16063,EMS-016063,20211128,4,Transportation,kg,3423.184
16064,EMS-016064,20220116,66,Purchased Energy,kg,664.119
16065,EMS-016065,20191021,38,Direct Emissions,kg,458.508
16066,EMS-016066,20190920,70,Direct Emissions,kg,360.112
16067,EMS-016067,20220115,40,Direct Emissions,kg,552.793
16068,EMS-016068,20200502,85,Purchased Energy,kg,597.212
16069,EMS-016069,20241105,13,Purchased Energy,kg,535.758
16070,EMS-016070,20210818,3,Direct Emissions,kg,1226.91
16071,EMS-016071,20230126,59,Purchased Energy,kg,286.218
16072,EMS-016072,20200722,30,Transportation,kg,419.864
16073,EMS-016073,20201220,44,Transportation,kg,777.047
16074,EMS-016074,20240604,77,Direct Emissions,kg,2560.877
16075,EMS-016075,20240622,48,Direct Emissions,kg,1796.424
16076,EMS-016076,20200531,14,Transportation,kg,824.031
16077,EMS-016077,20210620,31,Transportation,kg,863.879
16078,EMS-016078,20211110,36,Direct Emissions,kg,431.015
16079,EMS-016079,20241017,20,Direct Emissions,kg,553.237
16080,EMS-016080,20190510,56,Purchased Energy,kg,236.815
16081,EMS-016081,20190425,9,Transportation,kg,1475.507
16082,EMS-016082,20190327,17,Purchased Energy,kg,690.686
16083,EMS-016083,20240902,23,Direct Emissions,kg,774.202
16084,EMS-016084,20240530,55,Direct Emissions,kg,2165.648
16085,EMS-016085,20190701,47,Purchased Energy,kg,517.272
16086,EMS-016086,20251217,3,Transportation,kg,791.393
16087,EMS-016087,20240805,52,Direct Emissions,kg,1500.212
16088,EMS-016088,20230521,19,Direct Emissions,kg,1237.805
16089,EMS-016089,20250308,23,Direct Emissions,kg,1187.28
16090,EMS-016090,20200207,83,Direct Emissions,kg,107.031
16091,EMS-016091,20250618,62,Direct Emissions,kg,1299.24
16092,EMS-016092,20210927,22,Direct Emissions,kg,1473.558
16093,EMS-016093,20211019,36,Transportation,kg,2437.152
16094,EMS-016094,20210702,96,Direct Emissions,kg,370.603
16095,EMS-016095,20240605,31,Purchased Energy,kg,569.086
16096,EMS-016096,20220127,50,Direct Emissions,kg,1446.307
16097,EMS-016097,20191106,39,Direct Emissions,kg,461.709
16098,EMS-016098,20231011,58,Purchased Energy,kg,556.036
16099,EMS-016099,20211027,46,Direct Emissions,kg,1457.996
16100,EMS-016100,20190825,1,Purchased Energy,kg,1517.429
16101,EMS-016101,20190716,89,Purchased Energy,kg,301.83
16102,EMS-016102,20190723,67,Transportation,kg,593.481
16103,EMS-016103,20220530,65,Purchased Energy,kg,376.118
16104,EMS-016104,20200109,16,Purchased Energy,kg,180.927
16105,EMS-016105,20240212,12,Direct Emissions,kg,2078.11
16106,EMS-016106,20221214,78,Direct Emissions,kg,1840.892
16107,EMS-016107,20210219,17,Direct Emissions,kg,2848.36
16108,EMS-016108,20211224,98,Transportation,kg,2156.635
16109,EMS-016109,20240609,54,Direct Emissions,kg,718.271
16110,EMS-016110,20230515,4,Direct Emissions,kg,663.369
16111,EMS-016111,20231219,24,Direct Emissions,kg,3943.353
16112,EMS-016112,20210406,69,Purchased Energy,kg,259.503
16113,EMS-016113,20210212,50,Purchased Energy,kg,227.853
16114,EMS-016114,20211001,92,Direct Emissions,kg,1572.916
16115,EMS-016115,20230709,54,Purchased Energy,kg,1575.321
16116,EMS-016116,20230127,3,Purchased Energy,kg,482.544
16117,EMS-016117,20220322,17,Transportation,kg,3485.613
16118,EMS-016118,20250120,50,Transportation,kg,809.188
16119,EMS-016119,20250705,1,Direct Emissions,kg,856.328
16120,EMS-016120,20230526,76,Direct Emissions,kg,1913.853
16121,EMS-016121,20220120,62,Direct Emissions,kg,720.858
16122,EMS-016122,20201206,93,Purchased Energy,kg,589.973
16123,EMS-016123,20240831,20,Direct Emissions,kg,912.449
16124,EMS-016124,20230202,99,Transportation,kg,1426.83
16125,EMS-016125,20210624,5,Purchased Energy,kg,1226.614
16126,EMS-016126,20220214,45,Purchased Energy,kg,921.237
16127,EMS-016127,20190413,87,Purchased Energy,kg,249.311
16128,EMS-016128,20230520,57,Purchased Energy,kg,479.985
16129,EMS-016129,20200414,14,Direct Emissions,kg,2354.716
16130,EMS-016130,20210313,90,Direct Emissions,kg,1693.23
16131,EMS-016131,20190121,54,Direct Emissions,kg,496.25
16132,EMS-016132,20191225,70,Purchased Energy,kg,209.41
16133,EMS-016133,20210504,44,Direct Emissions,kg,398.487
16134,EMS-016134,20231105,100,Direct Emissions,kg,898.095
