waste_key,waste_id,date_key,location_key,waste_category,disposal_method,unit_of_measure,waste_quantity
14022,WST-014022,20220112,23,Chemical,Recycling,kg,296.456
14023,WST-014023,20240708,40,Metal,Treatment,kg,184.33
14024,WST-014024,20240420,2,Metal,Recycling,kg,631.369
14025,WST-014025,20200830,21,Paper,Recycling,kg,654.491
14026,WST-014026,20251105,85,Plastic,Reuse,kg,599.673
14027,WST-014027,20200302,72,Metal,Landfill,kg,983.467
14028,WST-014028,20200903,85,Chemical,Reuse,kg,764.904
14029,WST-014029,20200509,4,Metal,Landfill,kg,105.508
14030,WST-014030,20210706,46,Plastic,Landfill,kg,706.874
14031,WST-014031,20250914,57,General,Landfill,kg,977.56
14032,WST-014032,20231011,12,Metal,Recycling,kg,502.594
14033,WST-014033,20210512,90,Metal,Reuse,kg,175.878
14034,WST-014034,20190716,66,Metal,Treatment,kg,479.219
14035,WST-014035,20250723,65,Plastic,Recycling,kg,719.231
14036,WST-014036,20190515,15,Paper,Treatment,kg,243.157
14037,WST-014037,20200130,35,General,Recycling,kg,485.606
14038,WST-014038,20200916,100,General,Recycling,kg,44.839
14039,WST-014039,20200514,33,Plastic,Recycling,kg,565.012
14040,WST-014040,20200619,77,Metal,Reuse,kg,742.258
14041,WST-014041,20191225,12,Chemical,Reuse,kg,679.208
14042,WST-014042,20200712,30,Paper,Recycling,kg,710.408
14043,WST-014043,20210922,54,General,Treatment,kg,463.015
14044,WST-014044,20251211,51,General,Treatment,kg,85.995
14045,WST-014045,20210113,52,General,Treatment,kg,53.053
14046,WST-014046,20250105,91,Plastic,Treatment,kg,862.222
14047,WST-014047,20220707,22,Metal,Treatment,kg,582.794
14048,WST-014048,20220519,19,Chemical,Treatment,kg,218.246
14049,WST-014049,20211119,54,General,Landfill,kg,124.403
14050,WST-014050,20240125,55,Metal,Landfill,kg,162.361
14051,WST-014051,20220201,29,Paper,Landfill,kg,92.543
14052,WST-014052,20210917,83,General,Reuse,kg,849.534
14053,WST-014053,20251012,66,Metal,Reuse,kg,345.756
14054,WST-014054,20220427,67,Metal,Reuse,kg,257.687
14055,WST-014055,20220424,67,Chemical,Recycling,kg,6.68
14056,WST-014056,20241129,28,Metal,Treatment,kg,35.467
14057,WST-014057,20230304,69,Plastic,Recycling,kg,227.735
14058,WST-014058,20221127,97,Metal,Landfill,kg,401.322
14059,WST-014059,20190127,62,Paper,Landfill,kg,401.402
14060,WST-014060,20220524,1,Chemical,Reuse,kg,43.22
14061,WST-014061,20220817,58,Plastic,Treatment,kg,387.874
14062,WST-014062,20210905,97,General,Landfill,kg,481.885
14063,WST-014063,20210317,43,Paper,Landfill,kg,173.903
14064,WST-014064,20200326,90,Paper,Treatment,kg,902.893
14065,WST-014065,20230806,7,Plastic,Treatment,kg,854.772
14066,WST-014066,20200223,62,General,Treatment,kg,174.099
14067,WST-014067,20230419,60,General,Treatment,kg,560.287
14068,WST-014068,20240408,32,General,Treatment,kg,866.046
14069,WST-014069,20200128,34,Chemical,Landfill,kg,64.726
14070,WST-014070,20240203,17,Chemical,Recycling,kg,470.595
14071,WST-014071,20200701,15,Paper,Treatment,kg,981.139
14072,WST-014072,20210822,35,General,Landfill,kg,800.801
14073,WST-014073,20210721,80,Chemical,Landfill,kg,275.701
14074,WST-014074,20230702,13,Metal,Reuse,kg,656.711
14075,WST-014075,20230422,53,Paper,Recycling,kg,716.252
14076,WST-014076,20220820,32,Metal,Reuse,kg,673.923
14077,WST-014077,20200831,22,Chemical,Treatment,kg,455.298
14078,WST-014078,20240801,16,Chemical,Landfill,kg,114.36
14079,WST-014079,20240721,40,Chemical,Recycling,kg,499.15
14080,WST-014080,20190625,62,Metal,Treatment,kg,395.512
14081,WST-014081,20200112,70,Metal,Reuse,kg,855.226
14082,WST-014082,20231204,97,Plastic,Recycling,kg,699.099
14083,WST-014083,20200614,3,Plastic,Recycling,kg,945.426
14084,WST-014084,20190603,71,Metal,Recycling,kg,180.927
14085,WST-014085,20230326,39,Metal,Recycling,kg,237.731
14086,WST-014086,20200426,25,General,Recycling,kg,375.728
14087,WST-014087,20211001,95,Plastic,Landfill,kg,559.783
14088,WST-014088,20210201,27,General,Reuse,kg,175.095
14089,WST-014089,20231112,70,Plastic,Reuse,kg,557.136
14090,WST-014090,20190722,55,Paper,Landfill,kg,385.419
14091,WST-014091,20200502,77,Chemical,Recycling,kg,971.265
14092,WST-014092,20230427,59,Paper,Landfill,kg,525.363
14093,WST-014093,20251001,15,Metal,Treatment,kg,108.761
14094,WST-014094,20250610,29,Plastic,Recycling,kg,337.826
14095,WST-014095,20240905,74,Metal,Landfill,kg,112.104
14096,WST-014096,20190610,69,Metal,Reuse,kg,436.6
14097,WST-014097,20240303,78,Paper,Reuse,kg,916.189
14098,WST-014098,20240610,47,Chemical,Treatment,kg,225.092
14099,WST-014099,20210225,13,Paper,Treatment,kg,762.982
14100,WST-014100,20230327,38,Chemical,Landfill,kg,747.632
14101,WST-014101,20230825,42,Metal,Landfill,kg,432.731
14102,WST-014102,20250210,35,Paper,Reuse,kg,195.441
14103,WST-014103,20240819,39,Paper,Landfill,kg,358.805
14104,WST-014104,20230501,74,Chemical,Treatment,kg,896.485
14105,WST-014105,20200704,57,Chemical,Landfill,kg,668.01
14106,WST-014106,20210807,5,Chemical,Treatment,kg,398.792
14107,WST-014107,20210703,74,Metal,Treatment,kg,307.493
14108,WST-014108,20250121,61,Metal,Landfill,kg,53.162
14109,WST-014109,20231108,72,Metal,Landfill,kg,364.207
14110,WST-014110,20210531,94,Plastic,Recycling,kg,96.929
14111,WST-014111,20210220,4,Chemical,Recycling,kg,116.493
14112,WST-014112,20190817,35,General,Recycling,kg,504.203
14113,WST-014113,20221127,75,Metal,Recycling,kg,85.875
14114,WST-014114,20220319,6,Metal,Treatment,kg,730.715
14115,WST-014115,20231015,64,Metal,Recycling,kg,276.054
14116,WST-014116,20240904,89,General,Landfill,kg,361.955
14117,WST-014117,20210620,30,Chemical,Treatment,kg,619.003
14118,WST-014118,20201223,57,Chemical,Landfill,kg,570.096
14119,WST-014119,20210808,81,Metal,Reuse,kg,561.211
14120,WST-014120,20230119,79,Metal,Recycling,kg,880.491
14121,WST-014121,20210605,76,Chemical,Landfill,kg,16.555
14122,WST-014122,20220513,82,Paper,Treatment,kg,278.928
14123,WST-014123,20200711,20,Metal,Landfill,kg,714.347
14124,WST-014124,20190304,9,Metal,Landfill,kg,637.856
14125,WST-014125,20210811,79,Plastic,Landfill,kg,743.86
14126,WST-014126,20211120,72,Metal,Recycling,kg,366.259
14127,WST-014127,20240502,21,Chemical,Recycling,kg,276.777
14128,WST-014128,20230413,99,Plastic,Landfill,kg,756.896
14129,WST-014129,20190325,63,General,Recycling,kg,635.729
14130,WST-014130,20191019,75,Chemical,Treatment,kg,335.544
14131,WST-014131,20201111,84,Chemical,Reuse,kg,235.897
14132,WST-014132,20251016,14,Plastic,Recycling,kg,731.045
14133,WST-014133,20190716,87,General,Treatment,kg,850.328
14134,WST-014134,20220730,72,General,Landfill,kg,523.224
14135,WST-014135,20240811,44,Chemical,Reuse,kg,976.813
14136,WST-014136,20190120,18,Chemical,Recycling,kg,24.357
14137,WST-014137,20250713,77,Chemical,Landfill,kg,593.021
14138,WST-014138,20220917,78,Paper,Landfill,kg,337.484
14139,WST-014139,20201130,93,Chemical,Treatment,kg,890.465
14140,WST-014140,20230819,43,Metal,Reuse,kg,907.97
14141,WST-014141,20250622,63,General,Recycling,kg,16.461
14142,WST-014142,20200916,66,General,Landfill,kg,686.268
14143,WST-014143,20231125,23,Paper,Recycling,kg,250.712
14144,WST-014144,20200827,67,Chemical,Recycling,kg,537.989
14145,WST-014145,20250603,85,Paper,Reuse,kg,870.34
14146,WST-014146,20220215,36,Paper,Treatment,kg,283.941
14147,WST-014147,20251216,29,Chemical,Reuse,kg,71.526
14148,WST-014148,20221113,37,General,Landfill,kg,771.98
14149,WST-014149,20200817,11,Plastic,Reuse,kg,140.975
14150,WST-014150,20231130,25,Chemical,Treatment,kg,760.087
14151,WST-014151,20240321,54,General,Recycling,kg,88.234
14152,WST-014152,20210707,6,Paper,Recycling,kg,27.645
14153,WST-014153,20200702,84,Paper,Recycling,kg,107.522
14154,WST-014154,20251104,63,Metal,Reuse,kg,401.552
14155,WST-014155,20250528,15,Metal,Recycling,kg,17.503
14156,WST-014156,20201014,32,Metal,Treatment,kg,275.691
14157,WST-014157,20210712,61,Metal,Recycling,kg,463.608
14158,WST-014158,20240518,61,Chemical,Landfill,kg,743.197
14159,WST-014159,20240425,39,General,Landfill,kg,936.365
14160,WST-014160,20251104,69,Chemical,Reuse,kg,323.322
14161,WST-014161,20220516,69,General,Recycling,kg,254.995
14162,WST-014162,20200719,67,Paper,Recycling,kg,97.191
14163,WST-014163,20240819,6,Paper,Landfill,kg,303.804
14164,WST-014164,20210323,49,Paper,Landfill,kg,732.093
14165,WST-014165,20210120,95,Metal,Treatment,kg,71.534
14166,WST-014166,20191110,23,Plastic,Treatment,kg,647.609
14167,WST-014167,20190827,85,Plastic,Treatment,kg,991.786
14168,WST-014168,20220106,87,Chemical,Treatment,kg,302.134
14169,WST-014169,20190716,59,Plastic,Recycling,kg,317.25
14170,WST-014170,20200616,22,Chemical,Landfill,kg,102.387
14171,WST-014171,20230625,17,Chemical,Recycling,kg,302.998
14172,WST-014172,20220211,16,Metal,Treatment,kg,731.892
14173,WST-014173,20240917,8,General,Reuse,kg,803.476
14174,WST-014174,20251104,88,Chemical,Landfill,kg,511.799
14175,WST-014175,20240902,47,General,Treatment,kg,219.644
14176,WST-014176,20201009,97,Metal,Treatment,kg,390.555
14177,WST-014177,20191120,20,Plastic,Landfill,kg,838.133
14178,WST-014178,20240924,4,Metal,Recycling,kg,985.998
14179,WST-014179,20200205,46,Paper,Landfill,kg,606.159
14180,WST-014180,20240430,38,Metal,Landfill,kg,172.104
14181,WST-014181,20221226,55,Plastic,Recycling,kg,491.029
14182,WST-014182,20220730,81,General,Recycling,kg,880.987
14183,WST-014183,20240518,10,Chemical,Landfill,kg,478.66
14184,WST-014184,20240508,41,Metal,Landfill,kg,808.509
14185,WST-014185,20221211,34,Paper,Treatment,kg,306.392
14186,WST-014186,20230804,47,Plastic,Treatment,kg,116.87
14187,WST-014187,20230616,55,Metal,Reuse,kg,347.558
14188,WST-014188,20240503,96,Metal,Landfill,kg,732.647
14189,WST-014189,20201024,68,Metal,Recycling,kg,908.629
14190,WST-014190,20211110,48,Metal,Landfill,kg,925.829
14191,WST-014191,20240618,10,General,Recycling,kg,497.041
14192,WST-014192,20250806,18,Metal,Landfill,kg,449.568
14193,WST-014193,20240924,73,Chemical,Landfill,kg,906.011
14194,WST-014194,20220617,8,Chemical,Treatment,kg,123.892
14195,WST-014195,20201119,95,Paper,Landfill,kg,808.973
14196,WST-014196,20220820,82,Plastic,Reuse,kg,456.577
14197,WST-014197,20190502,63,Chemical,Landfill,kg,480.624
14198,WST-014198,20240425,56,General,Reuse,kg,891.276
14199,WST-014199,20240112,67,Metal,Reuse,kg,546.783
14200,WST-014200,20250322,49,Chemical,Reuse,kg,975.057
14201,WST-014201,20201119,4,Chemical,Treatment,kg,117.785
14202,WST-014202,20230415,14,General,Recycling,kg,281.469
14203,WST-014203,20240421,89,Metal,Treatment,kg,52.488
14204,WST-014204,20210304,62,Metal,Landfill,kg,203.153
14205,WST-014205,20250609,63,Paper,Reuse,kg,671.4
14206,WST-014206,20220724,47,General,Treatment,kg,778.817
14207,WST-014207,20240723,69,Metal,Recycling,kg,457.713
14208,WST-014208,20191003,2,General,Landfill,kg,230.805
14209,WST-014209,20220515,91,Plastic,Recycling,kg,626.125
14210,WST-014210,20240714,90,Paper,Recycling,kg,913.395
14211,WST-014211,20250422,22,General,Landfill,kg,421.514
14212,WST-014212,20201229,51,Chemical,Reuse,kg,89.621
14213,WST-014213,20201223,14,Chemical,Reuse,kg,152.907
14214,WST-014214,20250712,7,Plastic,Treatment,kg,810.146
14215,WST-014215,20251125,72,General,Reuse,kg,790.728
14216,WST-014216,20190912,83,Metal,Treatment,kg,740.857
14217,WST-014217,20250621,45,Metal,Treatment,kg,956.956
14218,WST-014218,20230523,44,Metal,Landfill,kg,508.724
14219,WST-014219,20250912,67,Metal,Landfill,kg,792.142
14220,WST-014220,20220405,82,Plastic,Recycling,kg,561.059
14221,WST-014221,20230228,66,Plastic,Treatment,kg,95.372
14222,WST-014222,20210224,63,Chemical,Landfill,kg,934.396
14223,WST-014223,20231120,49,Metal,Recycling,kg,24.722
14224,WST-014224,20201113,53,Plastic,Landfill,kg,545.145
14225,WST-014225,20220317,42,Paper,Treatment,kg,781.898
14226,WST-014226,20200512,4,Chemical,Reuse,kg,497.572
14227,WST-014227,20211015,91,Chemical,Treatment,kg,826.922
14228,WST-014228,20241129,43,Chemical,Landfill,kg,231.298
14229,WST-014229,20210313,29,Plastic,Reuse,kg,314.656
14230,WST-014230,20251029,20,Paper,Landfill,kg,74.249
14231,WST-014231,20190712,77,Plastic,Recycling,kg,17.116
14232,WST-014232,20220510,65,Chemical,Recycling,kg,613.15
14233,WST-014233,20190309,24,Metal,Landfill,kg,752.553
14234,WST-014234,20210328,82,Metal,Reuse,kg,568.96
14235,WST-014235,20250311,40,Paper,Reuse,kg,758.227
14236,WST-014236,20250330,76,Plastic,Reuse,kg,694.529
14237,WST-014237,20190503,43,Chemical,Treatment,kg,656.567
14238,WST-014238,20201230,53,Plastic,Landfill,kg,122.164
14239,WST-014239,20251214,52,Chemical,Reuse,kg,879.473
14240,WST-014240,20220426,52,Metal,Reuse,kg,705.646
14241,WST-014241,20190405,25,Plastic,Recycling,kg,300.917
14242,WST-014242,20240113,23,Chemical,Reuse,kg,879.336
14243,WST-014243,20230501,45,General,Reuse,kg,713.396
14244,WST-014244,20190102,54,Chemical,Recycling,kg,150.259
14245,WST-014245,20190716,95,Paper,Landfill,kg,602.041
14246,WST-014246,20191012,83,Metal,Treatment,kg,505.312
14247,WST-014247,20241209,61,Paper,Reuse,kg,484.843
14248,WST-014248,20220426,6,Plastic,Treatment,kg,702.923
14249,WST-014249,20200320,6,Chemical,Reuse,kg,223.751
14250,WST-014250,20241026,81,Metal,Treatment,kg,922.032
14251,WST-014251,20210822,29,Metal,Recycling,kg,304.593
14252,WST-014252,20220709,19,Plastic,Recycling,kg,269.689
14253,WST-014253,20190605,56,Chemical,Reuse,kg,878.119
14254,WST-014254,20210603,88,Chemical,Recycling,kg,314.195
14255,WST-014255,20190605,55,Metal,Reuse,kg,101.059
14256,WST-014256,20220520,31,Plastic,Recycling,kg,756.046
14257,WST-014257,20210129,16,Chemical,Treatment,kg,117.675
14258,WST-014258,20201005,10,Paper,Landfill,kg,300.277
14259,WST-014259,20200627,87,Metal,Landfill,kg,956.536
14260,WST-014260,20231211,35,Chemical,Landfill,kg,71.315
14261,WST-014261,20210814,48,General,Treatment,kg,957.561
14262,WST-014262,20230504,5,Metal,Landfill,kg,345.859
14263,WST-014263,20210428,32,Chemical,Landfill,kg,158.912
14264,WST-014264,20190806,14,Paper,Reuse,kg,424.315
14265,WST-014265,20221014,39,Metal,Landfill,kg,189.296
14266,WST-014266,20230606,90,Metal,Treatment,kg,410.916
14267,WST-014267,20200219,88,Plastic,Landfill,kg,809.8
14268,WST-014268,20230613,13,General,Landfill,kg,190.709
14269,WST-014269,20240802,15,General,Treatment,kg,6.218
14270,WST-014270,20210405,96,Chemical,Treatment,kg,776.729
14271,WST-014271,20210814,67,Plastic,Treatment,kg,174.573
14272,WST-014272,20230215,36,Metal,Landfill,kg,273.361
14273,WST-014273,20200923,84,Plastic,Treatment,kg,938.23
14274,WST-014274,20240714,23,Metal,Treatment,kg,334.936
14275,WST-014275,20230922,77,General,Recycling,kg,559.633
14276,WST-014276,20240113,72,Plastic,Landfill,kg,982.403
14277,WST-014277,20210630,40,Plastic,Landfill,kg,441.889
14278,WST-014278,20240611,66,Chemical,Reuse,kg,527.123
14279,WST-014279,20191221,28,Metal,Reuse,kg,995.705
14280,WST-014280,20240129,28,Plastic,Recycling,kg,683.421
14281,WST-014281,20250408,86,Metal,Recycling,kg,86.237
14282,WST-014282,20220128,79,General,Landfill,kg,82.057
14283,WST-014283,20210502,50,Metal,Reuse,kg,554.162
14284,WST-014284,20240905,52,Paper,Landfill,kg,63.936
14285,WST-014285,20250117,69,Chemical,Landfill,kg,120.797
14286,WST-014286,20210812,34,General,Landfill,kg,468.807
14287,WST-014287,20240425,26,Chemical,Landfill,kg,194.798
14288,WST-014288,20201001,84,Metal,Landfill,kg,153.919
14289,WST-014289,20250909,63,General,Landfill,kg,925.624
14290,WST-014290,20201124,85,General,Landfill,kg,444.744
14291,WST-014291,20191230,9,Metal,Recycling,kg,978.202
14292,WST-014292,20211023,70,Chemical,Recycling,kg,851.553
14293,WST-014293,20211014,62,General,Treatment,kg,982.782
14294,WST-014294,20190224,91,Plastic,Reuse,kg,733.901
14295,WST-014295,20250603,77,Chemical,Reuse,kg,532.772
14296,WST-014296,20241125,59,Metal,Recycling,kg,476.691
14297,WST-014297,20250606,48,Metal,Treatment,kg,353.565
14298,WST-014298,20250707,74,Chemical,Landfill,kg,732.528
14299,WST-014299,20240418,29,Chemical,Recycling,kg,407.799
14300,WST-014300,20220917,23,Plastic,Reuse,kg,25.24
14301,WST-014301,20220706,94,General,Treatment,kg,81.627
14302,WST-014302,20220531,82,Metal,Landfill,kg,64.035
14303,WST-014303,20200627,74,Chemical,Landfill,kg,658.615
14304,WST-014304,20200707,74,General,Reuse,kg,426.542
14305,WST-014305,20251115,4,Metal,Reuse,kg,470.106
14306,WST-014306,20250822,24,General,Reuse,kg,625.069
14307,WST-014307,20240502,75,Paper,Treatment,kg,24.776
14308,WST-014308,20221017,8,Plastic,Treatment,kg,641.368
14309,WST-014309,20250303,93,Metal,Reuse,kg,99.995
14310,WST-014310,20220910,95,Chemical,Recycling,kg,873.238
14311,WST-014311,20251209,78,Chemical,Landfill,kg,441.693
14312,WST-014312,20211029,22,Metal,Treatment,kg,537.769
14313,WST-014313,20251112,81,Metal,Landfill,kg,984.056
14314,WST-014314,20211211,45,Metal,Recycling,kg,127.882
14315,WST-014315,20221019,71,Metal,Reuse,kg,138.531
14316,WST-014316,20201209,66,Plastic,Landfill,kg,993.216
14317,WST-014317,20250516,53,Paper,Reuse,kg,669.519
14318,WST-014318,20220728,14,Plastic,Treatment,kg,905.692
14319,WST-014319,20220607,82,General,Treatment,kg,941.959
14320,WST-014320,20210221,44,General,Treatment,kg,483.489
14321,WST-014321,20190605,62,Plastic,Treatment,kg,295.634
14322,WST-014322,20250919,26,Plastic,Reuse,kg,612.197
14323,WST-014323,20250214,2,General,Reuse,kg,234.658
14324,WST-014324,20250302,63,Metal,Treatment,kg,461.396
14325,WST-014325,20220327,51,Metal,Landfill,kg,447.795
14326,WST-014326,20201201,70,Plastic,Recycling,kg,916.99
14327,WST-014327,20200904,97,Plastic,Treatment,kg,803.872
14328,WST-014328,20230519,46,Metal,Landfill,kg,317.739
14329,WST-014329,20240820,62,Metal,Landfill,kg,674.995
14330,WST-014330,20220924,48,General,Recycling,kg,468.127
14331,WST-014331,20201116,61,General,Landfill,kg,868.669
14332,WST-014332,20200803,48,General,Reuse,kg,342.651
14333,WST-014333,20211016,29,General,Landfill,kg,168.085
14334,WST-014334,20190531,7,Plastic,Treatment,kg,200.571
14335,WST-014335,20250726,69,Plastic,Landfill,kg,857.2
14336,WST-014336,20201204,81,Chemical,Recycling,kg,468.168
14337,WST-014337,20200722,90,Metal,Landfill,kg,947.836
14338,WST-014338,20211125,39,Chemical,Reuse,kg,40.062
14339,WST-014339,20250502,48,Metal,Recycling,kg,8.661
14340,WST-014340,20221101,22,Chemical,Reuse,kg,465.418
14341,WST-014341,20250623,22,General,Reuse,kg,886.187
14342,WST-014342,20220607,32,Metal,Reuse,kg,244.703
14343,WST-014343,20220118,80,General,Landfill,kg,159.31
14344,WST-014344,20230809,17,Metal,Reuse,kg,680.017
14345,WST-014345,20230428,12,Paper,Reuse,kg,747.5
14346,WST-014346,20220929,93,Metal,Recycling,kg,420.089
14347,WST-014347,20231119,83,Paper,Reuse,kg,975.036
14348,WST-014348,20200324,4,Metal,Reuse,kg,883.974
14349,WST-014349,20240106,71,General,Treatment,kg,74.379
14350,WST-014350,20200515,77,Chemical,Treatment,kg,837.912
14351,WST-014351,20251212,79,Paper,Treatment,kg,939.965
14352,WST-014352,20250723,39,Paper,Reuse,kg,469.699
14353,WST-014353,20200222,64,Paper,Treatment,kg,903.699
14354,WST-014354,20250819,30,Metal,Treatment,kg,735.273
14355,WST-014355,20200419,89,Paper,Treatment,kg,901.496
14356,WST-014356,20230520,70,Paper,Landfill,kg,4.748
14357,WST-014357,20200124,48,Metal,Landfill,kg,11.848
14358,WST-014358,20200315,65,General,Reuse,kg,775.501
14359,WST-014359,20210522,58,Chemical,Landfill,kg,6.724
14360,WST-014360,20191008,1,Plastic,Landfill,kg,531.073
14361,WST-014361,20250113,99,Plastic,Recycling,kg,140.111
14362,WST-014362,20230905,35,Plastic,Recycling,kg,596.691
14363,WST-014363,20250915,47,General,Recycling,kg,169.753
14364,WST-014364,20190205,49,Plastic,Recycling,kg,357.573
14365,WST-014365,20191109,5,General,Recycling,kg,433.174
14366,WST-014366,20190426,16,General,Treatment,kg,572.732
14367,WST-014367,20210310,26,Metal,Landfill,kg,54.755
14368,WST-014368,20210110,1,Metal,Treatment,kg,904.38
14369,WST-014369,20200110,86,Paper,Recycling,kg,172.081
14370,WST-014370,20210731,43,Chemical,Treatment,kg,289.503
14371,WST-014371,20231216,21,Chemical,Reuse,kg,415.126
14372,WST-014372,20240308,14,Metal,Treatment,kg,860.146
14373,WST-014373,20230729,71,Paper,Landfill,kg,208.655
14374,WST-014374,20200531,22,Plastic,Treatment,kg,921.095
14375,WST-014375,20251109,16,General,Treatment,kg,119.765
14376,WST-014376,20250913,28,Paper,Treatment,kg,262.108
14377,WST-014377,20220315,18,Chemical,Landfill,kg,310.924
14378,WST-014378,20190713,41,General,Landfill,kg,679.171
14379,WST-014379,20240622,96,General,Landfill,kg,526.739
